GameID,Season,Date,Team,Home/Away,Opp,Outcome,HomeScore,OppScore,TotalScore,ORtg,DRtg,Pace,FTr,3PAr,TS%,TotalReb%,AST%,STL%,BLK%,eFG,TOV%,ORB%,FTperFGA,eFGagainst,TOVagainst,DRB%,FTperFGAallowed
5758,2017,4/6/18,NOP,Away,PHO,W,122,103,225,115.4,97.4,105.8,0.202,0.384,0.566,53.4,64.4,8.5,11.5,0.535,12.2,26.5,0.162,0.441,11.7,77.8,0.213
5759,2017,4/7/18,NOP,Away,GSW,W,126,120,246,124.9,119,100.8,0.253,0.31,0.652,44.7,79.6,14.9,10.5,0.626,7.6,10.5,0.195,0.628,15.2,78.9,0.078
5760,2017,4/9/18,NOP,Away,LAC,W,113,100,213,109.9,97.2,102.9,0.211,0.316,0.544,45,77.3,12.6,12.3,0.521,6.3,17,0.147,0.469,13.1,70.7,0.082
5761,2017,4/11/18,NOP,Home,SAS,W,122,98,220,118.4,95.1,103.1,0.216,0.216,0.633,57.3,57.7,10.7,7.4,0.619,16.5,29.7,0.148,0.446,14.5,76.9,0.174
5762,2018,10/17/18,NOP,Away,HOU,W,131,112,243,127.2,108.8,103,0.224,0.255,0.608,59.3,69.2,7.8,6.8,0.582,10,32.6,0.173,0.511,9.7,83.3,0.196
5763,2018,10/19/18,NOP,Home,SAC,W,149,129,278,133.9,115.9,111.3,0.347,0.326,0.68,57.1,62.5,5.4,5.6,0.674,12.7,28.6,0.221,0.573,10.8,81.6,0.198
5764,2018,10/23/18,NOP,Home,LAC,W,116,109,225,111.9,105.1,103.7,0.43,0.258,0.524,50.5,55,11.6,11.9,0.462,6.7,24,0.323,0.5,13.9,80,0.253
5765,2018,10/26/18,NOP,Home,BRK,W,117,115,232,114.1,112.2,102.5,0.265,0.235,0.535,46,52.3,10.7,19,0.495,9.1,28.3,0.204,0.536,14.7,66,0.102
5766,2018,10/27/18,NOP,Home,UTA,L,111,132,243,102.2,121.5,108.6,0.305,0.358,0.515,48.2,55,3.7,8.9,0.468,12.9,22.9,0.232,0.58,11.1,82.9,0.341
5767,2018,10/29/18,NOP,Away,DEN,L,111,116,227,106.2,111,104.5,0.244,0.293,0.611,51.8,65.1,7.7,8.6,0.591,19.5,17.9,0.171,0.511,11.2,80.4,0.226
5768,2018,10/31/18,NOP,Away,GSW,L,121,131,252,115.5,125,104.8,0.293,0.38,0.582,47.7,54.5,7.6,3.5,0.543,12.6,26.1,0.228,0.618,14.3,71.4,0.236
5769,2018,11/1/18,NOP,Away,POR,L,119,132,251,113.9,126.3,104.5,0.394,0.309,0.54,48.9,57.5,6.7,5.8,0.468,9.8,26.9,0.33,0.609,12.2,78.9,0.299
5770,2018,11/3/18,NOP,Away,SAS,L,95,109,204,94.8,108.8,100.2,0.39,0.273,0.527,52.7,61.1,3,11,0.506,15.1,14.6,0.221,0.51,8.1,84,0.115
5771,2018,11/5/18,NOP,Away,OKC,L,116,122,238,110,115.7,105.4,0.357,0.345,0.597,52.3,65.9,7.6,7.6,0.542,17.1,25.6,0.298,0.538,10.1,79.1,0.237
5772,2018,11/7/18,NOP,Home,CHI,W,107,98,205,102.5,93.9,104.4,0.181,0.319,0.527,54.5,76.2,4.8,15.4,0.505,12.9,22,0.128,0.443,9.6,86.3,0.135
5773,2018,11/10/18,NOP,Home,PHO,W,119,99,218,122.2,101.7,97.4,0.337,0.291,0.602,59.3,66.7,7.2,14,0.552,15.4,37.2,0.279,0.465,12.9,79.2,0.221
5774,2018,11/12/18,NOP,Away,TOR,W,126,110,236,124.5,108.7,101.2,0.131,0.273,0.602,55.7,55.6,2,7.7,0.596,11,31.8,0.081,0.469,8.6,75.5,0.196
5775,2018,11/14/18,NOP,Away,MIN,L,100,107,207,96.2,102.9,104,0.191,0.298,0.491,49.5,62.5,6.7,10.3,0.473,15,21.7,0.117,0.489,13,76.6,0.211
5776,2018,11/16/18,NOP,Home,NYK,W,129,124,253,116.3,111.8,110.9,0.323,0.343,0.57,55.1,56.3,4.5,7.8,0.535,11.7,25.6,0.232,0.546,10.7,78.2,0.173
5777,2018,11/17/18,NOP,Home,DEN,W,125,115,240,123.6,113.7,101.1,0.391,0.287,0.613,51.7,69,5.9,14.3,0.54,9.7,23.3,0.356,0.563,11.4,78.3,0.084
5778,2018,11/19/18,NOP,Home,SAS,W,140,126,266,138.6,124.8,101,0.137,0.255,0.647,48.8,57.6,9.9,7.1,0.627,8.5,35,0.118,0.543,12.3,60.9,0.255
5779,2018,11/21/18,NOP,Away,PHI,L,120,121,241,111.6,112.5,107.5,0.337,0.306,0.533,53.5,57.1,7.4,11.6,0.485,11.8,35.7,0.255,0.5,12.8,75.6,0.235
5780,2018,11/23/18,NOP,Away,NYK,L,109,114,223,109.8,114.8,99.3,0.287,0.277,0.479,54.5,65,5,8.6,0.431,11,37,0.218,0.516,7.2,74.5,0.22
5781,2018,11/24/18,NOP,Away,WAS,L,114,124,238,106,115.3,107.5,0.233,0.344,0.574,48.9,53.5,9.3,4.9,0.539,13.9,14.9,0.189,0.622,12.3,87.8,0.133
5782,2018,11/26/18,NOP,Home,BOS,L,107,124,231,108.6,125.8,98.5,0.377,0.416,0.596,48.8,61.8,8.1,8.6,0.519,19.7,24.3,0.351,0.593,11.4,68.9,0.093
5783,2018,11/28/18,NOP,Home,WAS,W,125,104,229,118.4,98.5,105.6,0.295,0.379,0.582,62.7,52.2,9.5,8.9,0.542,15.7,39.5,0.232,0.5,13.6,79.7,0.095
5784,2018,11/30/18,NOP,Away,MIA,L,101,106,207,104,109.1,97.1,0.354,0.341,0.533,50,71.4,4.1,13.3,0.463,14.4,25,0.305,0.489,8.8,72.9,0.161
5785,2018,12/2/18,NOP,Away,CHO,W,119,109,228,116.9,107,101.8,0.279,0.372,0.616,54.9,68.2,5.9,9.1,0.576,15,23.1,0.233,0.484,9.6,78.8,0.231
5786,2018,12/3/18,NOP,Home,LAC,L,126,129,255,128.6,131.7,97.9,0.239,0.37,0.62,47.3,65.3,10.2,7.9,0.603,6.4,23.8,0.163,0.639,11.1,78.1,0.277
5787,2018,12/5/18,NOP,Home,DAL,W,132,106,238,125.1,100.5,105.5,0.217,0.315,0.655,50.5,70.6,11.4,13.3,0.647,9.8,12.8,0.141,0.505,15.2,78.8,0.154
5788,2018,12/7/18,NOP,Home,MEM,L,103,107,210,106.3,110.4,96.9,0.286,0.345,0.545,50,65.8,5.2,7.8,0.494,16,23.8,0.238,0.518,10.3,76.2,0.253
5789,2018,12/9/18,NOP,Away,DET,W,116,108,224,117.4,109.3,98.8,0.291,0.38,0.651,50,64.3,5.1,11.6,0.608,16.8,21.1,0.253,0.485,8.4,69.6,0.133
5790,2018,12/10/18,NOP,Away,BOS,L,100,113,213,101.8,115.1,98.2,0.218,0.299,0.524,43.3,71.8,11.2,2,0.494,12,14,0.161,0.556,11.7,70.2,0.144
5791,2018,12/12/18,NOP,Home,OKC,W,118,114,232,111,107.2,106.3,0.309,0.186,0.535,58.9,64.4,13.2,6.8,0.485,13.4,36.2,0.247,0.557,15.4,81.3,0.195
5792,2018,12/16/18,NOP,Home,MIA,L,96,102,198,105.2,111.8,91.2,0.198,0.419,0.513,40,74.3,13.2,8.9,0.483,9.7,23.9,0.151,0.473,15.1,55.1,0.176
5793,2018,12/19/18,NOP,Away,MIL,L,115,123,238,111.3,119.1,103.3,0.163,0.457,0.583,46.1,65.1,5.8,13.5,0.571,13.2,15.2,0.109,0.582,12.5,79.1,0.282
5794,2018,12/21/18,NOP,Away,LAL,L,104,112,216,99.3,107,104.7,0.157,0.265,0.477,52.5,61.4,7.6,10,0.471,9.9,25.9,0.078,0.511,10.4,83,0.196
5795,2018,12/23/18,NOP,Away,SAC,L,117,122,239,109.5,114.2,106.9,0.298,0.277,0.55,53.7,59.1,5.6,13,0.5,10.1,24,0.245,0.49,7.3,79.3,0.24
5796,2018,12/26/18,NOP,Away,DAL,L,119,122,241,117.1,120.1,101.6,0.333,0.3,0.577,45.9,59.5,3.9,4.3,0.533,8.8,15.6,0.256,0.556,10.9,80,0.395
5797,2018,12/28/18,NOP,Home,DAL,W,114,112,226,120.2,118,94.9,0.281,0.24,0.528,55.7,50,7.4,8.7,0.479,9.3,41.7,0.229,0.571,14.7,72.5,0.295
5798,2018,12/29/18,NOP,Home,HOU,L,104,108,212,105.6,109.6,98.5,0.185,0.304,0.523,53.6,61,7.1,14.3,0.495,12.3,20.5,0.141,0.531,11.4,82.2,0.272
5799,2018,12/31/18,NOP,Home,MIN,W,123,114,237,127.9,118.5,96.2,0.241,0.287,0.639,53,62.2,3.1,3.1,0.598,13.5,28.9,0.218,0.511,6.4,73.3,0.204
5800,2018,1/2/19,NOP,Away,BRK,L,121,126,247,123,128.1,98.4,0.31,0.264,0.612,48.8,41.3,7.1,8.1,0.586,10.8,24.4,0.218,0.591,8.9,72.1,0.172
5801,2018,1/5/19,NOP,Away,CLE,W,133,98,231,136.1,100.3,97.7,0.358,0.333,0.709,56.4,61.7,13.3,12.7,0.667,13,29.4,0.309,0.477,15.1,77.3,0.159
5802,2018,1/7/19,NOP,Home,MEM,W,114,95,209,116.5,97.1,97.9,0.367,0.215,0.621,52.6,61.4,13.3,8.3,0.595,13.2,14.3,0.253,0.513,17.3,85.4,0.192
5803,2018,1/9/19,NOP,Home,CLE,W,140,124,264,136.9,121.3,102.2,0.464,0.345,0.692,58.7,71.7,6.8,12.1,0.619,13.7,33.3,0.429,0.557,11.4,78.6,0.295
5804,2018,1/12/19,NOP,Away,MIN,L,106,110,216,106,110,100,0.276,0.276,0.543,49,55,7,14.8,0.489,13.3,22.2,0.241,0.489,11.2,71.7,0.204
5805,2018,1/14/19,NOP,Away,LAC,W,121,117,238,116.3,112.5,104,0.267,0.238,0.516,49.5,60.9,7.7,14,0.476,4.9,26.3,0.2,0.581,14.2,81,0.198
5806,2018,1/16/19,NOP,Away,GSW,L,140,147,287,123,129.2,113.8,0.337,0.378,0.622,46.2,76.6,5.3,9.4,0.577,8.2,13,0.276,0.598,8,80.8,0.245
5807,2018,1/18/19,NOP,Away,POR,L,112,128,240,113,129.2,99.1,0.321,0.298,0.584,43.6,56.1,4,8.7,0.536,11.1,16.7,0.262,0.519,5,65.4,0.204
5808,2018,1/21/19,NOP,Away,MEM,W,105,85,190,110.6,89.5,95,0.351,0.351,0.614,58.8,48.7,8.4,13.2,0.588,18.2,21.9,0.243,0.426,10.3,81.1,0.114
5809,2018,1/23/19,NOP,Home,DET,L,94,98,192,97.3,101.4,96.6,0.099,0.242,0.495,50,47.6,3.1,18,0.495,11.2,16.7,0.044,0.478,8.5,82,0.146
5810,2018,1/24/19,NOP,Away,OKC,L,116,122,238,108.1,113.7,107.3,0.119,0.356,0.546,42.4,69.4,6.5,8.7,0.535,10.1,15.7,0.079,0.564,11.5,70.8,0.079
5811,2018,1/26/19,NOP,Home,SAS,L,114,126,240,112.6,124.4,101.3,0.25,0.281,0.535,44.6,57.8,5.9,9,0.505,7,19.2,0.177,0.577,8.1,77.5,0.231
5812,2018,1/29/19,NOP,Away,HOU,W,121,116,237,116.2,111.4,104.1,0.278,0.344,0.599,55,58.7,7.7,20,0.561,14.4,30.2,0.222,0.49,9.7,73.7,0.168
5813,2018,1/30/19,NOP,Home,DEN,L,99,105,204,100.3,106.4,98.7,0.146,0.404,0.523,52.7,73,4.1,6.8,0.5,12.9,17.8,0.112,0.522,8.5,87,0.135
5814,2018,2/2/19,NOP,Away,SAS,L,108,113,221,107.1,112,100.9,0.125,0.365,0.533,45.7,60.5,5.9,5.8,0.5,7.3,11.1,0.125,0.527,9.9,78.7,0.174
5815,2018,2/4/19,NOP,Home,IND,L,107,109,216,106,108,100.9,0.267,0.422,0.532,56.1,66.7,5.9,6.3,0.483,13.7,27.1,0.222,0.505,8.1,84,0.187
5816,2018,2/6/19,NOP,Away,CHI,W,125,120,245,132.1,126.9,94.6,0.353,0.412,0.636,56.1,57.8,1.1,10.9,0.618,10.1,34.1,0.235,0.582,7.5,78,0.154
5817,2018,2/8/19,NOP,Home,MIN,W,122,117,239,116.7,112,104.5,0.308,0.33,0.59,47.9,62.8,10.5,10,0.522,9.6,17,0.297,0.555,13,78.7,0.176
5818,2018,2/9/19,NOP,Away,MEM,L,90,99,189,96.3,105.9,93.5,0.314,0.384,0.46,53.6,73.5,6.4,8.5,0.43,13.3,32.7,0.186,0.477,9.4,77.8,0.17
5819,2018,2/12/19,NOP,Home,ORL,L,88,118,206,87.6,117.4,100.5,0.085,0.309,0.451,42,58.3,5,12.7,0.436,12.6,14.8,0.064,0.511,8.7,73.9,0.221
5820,2018,2/14/19,NOP,Home,OKC,W,131,122,253,126,117.3,104,0.261,0.283,0.639,51.5,70,6.7,11.3,0.609,12,29.5,0.207,0.519,10.4,69.1,0.113
5821,2018,2/22/19,NOP,Away,IND,L,111,126,237,105.2,119.4,105.5,0.323,0.29,0.523,51.5,58.1,4.7,8.2,0.505,13.8,28.6,0.183,0.548,9.2,74,0.258
5822,2018,2/23/19,NOP,Home,LAL,W,128,115,243,118,106,108.5,0.167,0.417,0.621,51.3,62,12.9,7.7,0.599,14.2,21.4,0.135,0.605,19.9,84.2,0.21
5823,2018,2/25/19,NOP,Home,PHI,L,110,111,221,99.2,100.1,110.9,0.231,0.269,0.48,48.2,65.9,13.5,11.4,0.447,10.2,24.6,0.163,0.485,14.8,72.7,0.129
5824,2018,2/27/19,NOP,Away,LAL,L,119,125,244,110.3,115.9,107.9,0.265,0.343,0.522,57.1,67.4,5.6,4.3,0.485,10.2,29.8,0.196,0.564,6.9,86.4,0.202
5825,2018,3/1/19,NOP,Away,PHO,W,130,116,246,118.6,105.9,109.6,0.23,0.31,0.678,56.2,68,11.9,6.7,0.667,20,27,0.161,0.489,15.2,76.9,0.255
5826,2018,3/2/19,NOP,Away,DEN,W,120,112,232,110.5,103.1,108.6,0.283,0.326,0.58,51.6,62.2,9.2,6.7,0.554,16.9,26.1,0.196,0.473,13.2,77.8,0.272
5827,2018,3/4/19,NOP,Away,UTA,W,115,112,227,116.3,113.3,98.8,0.188,0.208,0.553,48.4,52.2,12.1,9.3,0.526,7.1,26.1,0.146,0.543,15.5,71.1,0.13
5828,2018,3/6/19,NOP,Home,UTA,L,104,114,218,97.6,107,106.5,0.225,0.27,0.532,47.7,41.5,5.6,6.9,0.511,14.8,16.3,0.146,0.568,17,79.1,0.159
5829,2018,3/8/19,NOP,Home,TOR,L,104,127,231,93.7,114.4,111,0.124,0.371,0.47,50,65.1,9.9,0,0.457,13.3,24.1,0.076,0.601,13.4,84.1,0.081
5830,2018,3/10/19,NOP,Away,ATL,L,116,128,244,110.9,122.4,104.6,0.079,0.406,0.555,42.9,64.4,5.7,14.8,0.535,7.1,9.8,0.079,0.577,7.8,78.7,0.153
5831,2018,3/12/19,NOP,Home,MIL,L,113,130,243,98.6,113.4,114.6,0.15,0.439,0.495,49,58.7,2.6,6.6,0.477,11.6,21.7,0.103,0.546,10.6,88.1,0.247
5832,2018,3/15/19,NOP,Home,POR,L,110,122,232,107.7,119.4,102.2,0.266,0.319,0.524,45.5,68.9,6.9,8.7,0.521,9.5,27.5,0.128,0.5,12,64.6,0.271
5833,2018,3/16/19,NOP,Home,PHO,L,136,138,274,110.6,112.2,111.4,0.402,0.294,0.566,54.3,72.3,8.9,5.6,0.534,15.5,32.7,0.265,0.555,16,78,0.27
5834,2018,3/18/19,NOP,Away,DAL,W,129,125,254,112.7,109.2,103.6,0.212,0.375,0.567,52.4,69.4,6.1,8.6,0.529,13,28,0.183,0.481,11.3,74.5,0.229
5835,2018,3/20/19,NOP,Away,ORL,L,96,119,215,94.2,116.8,101.9,0.127,0.333,0.446,43,63.2,8.8,3.1,0.422,10.8,23.7,0.098,0.525,11.5,63.6,0.118
5836,2018,3/24/19,NOP,Home,HOU,L,90,113,203,96.6,121.3,93.2,0.109,0.304,0.467,46.8,68.4,9.7,8.1,0.451,13.5,28.8,0.076,0.61,15.9,69,0.093
5837,2018,3/26/19,NOP,Home,ATL,L,120,130,250,106.2,115.1,112.9,0.482,0.41,0.596,52.3,71.8,8.9,13,0.542,19.3,20,0.361,0.552,12.9,80.4,0.237
5838,2018,3/28/19,NOP,Home,SAC,W,121,118,239,115.5,112.6,104.8,0.144,0.289,0.586,50.6,55.1,5.7,8.3,0.552,10.4,18.2,0.144,0.547,10.5,82.2,0.147
5839,2018,3/31/19,NOP,Home,LAL,L,102,130,232,94,119.8,108.5,0.253,0.373,0.553,49.5,50,4.6,1.6,0.506,20.6,12.5,0.217,0.55,8.3,78.4,0.188
5840,2018,4/3/19,NOP,Home,CHO,L,109,115,224,106.3,112.1,102.6,0.2,0.482,0.589,50,62.5,6.8,7.1,0.559,17,15.9,0.165,0.489,9.6,78.8,0.3
5841,2018,4/5/19,NOP,Away,PHO,L,126,133,259,117.6,124.1,97.1,0.267,0.228,0.558,53.5,57.1,3.7,5.9,0.525,11.7,31.3,0.198,0.558,5.8,74.5,0.163
5842,2018,4/7/19,NOP,Away,SAC,W,133,129,262,127.5,123.7,104.3,0.119,0.416,0.626,53.9,53.8,3.8,15.9,0.609,12.4,31.1,0.099,0.532,4.9,71.9,0.119
5843,2018,4/9/19,NOP,Home,GSW,L,103,112,215,100.5,109.3,102.5,0.101,0.333,0.498,42,65.9,8.8,1.7,0.49,8.8,13,0.061,0.551,12.5,76.1,0.157
5844,2019,10/22/19,NOP,Away,TOR,L,122,130,252,108.1,115.2,102.2,0.196,0.441,0.551,48.2,69.8,3.5,14.3,0.515,14.6,28.1,0.167,0.476,11.8,69.8,0.311
5845,2019,10/25/19,NOP,Home,DAL,L,116,123,239,112.8,119.6,102.8,0.153,0.418,0.554,49.5,66.7,5.8,5.7,0.536,11.8,24.5,0.112,0.559,9.5,75,0.204
5846,2019,10/26/19,NOP,Away,HOU,L,123,126,249,109.3,111.9,112.6,0.16,0.5,0.575,48.3,58.7,8,4.1,0.55,13.7,20,0.13,0.527,15.1,78.6,0.287
5847,2019,10/28/19,NOP,Home,GSW,L,123,134,257,109.7,119.5,112.1,0.214,0.456,0.546,40.2,75,11.6,10.1,0.539,11.7,20.8,0.117,0.558,13.6,61.2,0.173
5848,2019,10/31/19,NOP,Home,DEN,W,122,107,229,118.7,104.1,102.8,0.416,0.429,0.67,51.4,73.2,6.8,6.3,0.63,14.1,6.3,0.325,0.522,12.7,87.5,0.157
5849,2019,11/2/19,NOP,Away,OKC,L,104,115,219,102.7,113.6,101.3,0.234,0.34,0.502,56,62.5,6.9,9.4,0.484,13.4,32.1,0.138,0.539,10.7,83,0.2
5850,2019,11/4/19,NOP,Away,BRK,L,125,135,260,110.2,119,113.5,0.216,0.33,0.588,46.4,37.5,14.1,9.8,0.562,16.5,23.3,0.165,0.62,18.1,70.7,0.228
5851,2019,11/8/19,NOP,Home,TOR,L,104,122,226,95.4,111.9,109.1,0.212,0.414,0.48,50,52.5,6.4,12,0.455,14.3,24.6,0.141,0.543,14.1,79.6,0.226
5852,2019,11/9/19,NOP,Away,CHO,W,115,110,225,108.5,103.8,106,0.4,0.44,0.652,51.7,62.5,12.3,11.3,0.627,22.8,23.7,0.28,0.477,16.9,73.5,0.295
5853,2019,11/11/19,NOP,Home,HOU,L,116,122,238,107.5,113.1,107.9,0.284,0.474,0.543,49.5,63.4,7.4,6.8,0.505,13,23.1,0.211,0.588,14.6,82.9,0.259
5854,2019,11/14/19,NOP,Home,LAC,W,132,127,259,125.9,121.1,104.8,0.296,0.347,0.596,58,55.3,10.5,8.3,0.571,11.2,36.7,0.204,0.613,14.1,84.6,0.286
5855,2019,11/16/19,NOP,Away,MIA,L,94,109,203,99,114.8,95,0.073,0.427,0.555,40.8,62.2,10.5,3.5,0.549,17.5,16.3,0.049,0.599,18.7,72.7,0.148
5856,2019,11/17/19,NOP,Home,GSW,W,108,100,208,110.6,102.4,97.6,0.225,0.517,0.552,52.7,64.9,3.1,7.6,0.517,11.7,24.4,0.18,0.445,9,80.4,0.209
5857,2019,11/19/19,NOP,Home,POR,W,115,104,219,114.9,103.9,100.1,0.258,0.387,0.555,52.5,58.5,10,7.9,0.511,11.2,30.2,0.215,0.522,14.8,77.1,0.087
5858,2019,11/21/19,NOP,Away,PHO,W,124,121,245,119.7,116.8,103.6,0.25,0.398,0.635,53.7,59.6,7.7,10.9,0.625,14.8,21.6,0.159,0.541,12.3,80,0.326
5859,2019,11/23/19,NOP,Away,UTA,L,120,128,248,113.3,120.9,105.9,0.198,0.406,0.546,43.7,50,6.6,13,0.5,8.3,17.6,0.188,0.604,15,80.6,0.354
5860,2019,11/24/19,NOP,Away,LAC,L,109,134,243,109.2,134.2,99.8,0.184,0.418,0.515,44.6,60.5,1,10.9,0.505,7.8,23.1,0.102,0.551,5.1,67.3,0.265
5861,2019,11/27/19,NOP,Home,LAL,L,110,114,224,109.8,113.8,100.1,0.357,0.476,0.566,53.2,58.8,7,6.6,0.506,16.4,30.2,0.298,0.565,13.5,80.6,0.212
5862,2019,11/29/19,NOP,Away,OKC,L,104,109,213,103.8,108.8,100.2,0.241,0.437,0.54,51.2,48.7,8,5.4,0.511,11.9,16.3,0.172,0.55,10.2,86,0.111
5863,2019,12/1/19,NOP,Home,OKC,L,104,107,211,106.3,109.4,97.8,0.115,0.437,0.569,46.6,56.4,6.1,14.6,0.546,10.7,6.7,0.103,0.537,10.6,88.4,0.247
5864,2019,12/3/19,NOP,Home,DAL,L,97,118,215,98,119.3,98.9,0.16,0.436,0.482,48,52.6,4,9.3,0.463,9.9,18,0.106,0.54,9.1,79.2,0.261
5865,2019,12/5/19,NOP,Home,PHO,L,132,139,271,114.8,120.8,104.2,0.402,0.471,0.645,44,61.4,11.3,12.9,0.603,18.3,15.8,0.31,0.538,13.2,64.2,0.236
5866,2019,12/7/19,NOP,Away,DAL,L,84,130,214,82.8,128.2,101.4,0.236,0.36,0.428,38.2,53.1,3.9,4.2,0.376,12.5,14.5,0.191,0.61,10.7,76.5,0.291
5867,2019,12/9/19,NOP,Home,DET,L,103,105,208,101.9,103.9,101,0.242,0.418,0.512,49.5,60,5.9,2,0.484,10.6,21.7,0.165,0.488,15.7,77.8,0.259
5868,2019,12/11/19,NOP,Away,MIL,L,112,127,239,104.4,118.4,107.2,0.25,0.511,0.573,49.4,74.4,7.5,9.3,0.534,17.7,15.6,0.205,0.64,12.6,87.5,0.086
5869,2019,12/13/19,NOP,Away,PHI,L,109,116,225,110.3,117.4,98.8,0.398,0.273,0.527,48.9,63.2,5.1,3,0.483,8,24,0.273,0.534,8.1,78.6,0.264
5870,2019,12/15/19,NOP,Home,ORL,L,119,130,249,121,132.1,98.4,0.136,0.489,0.638,50.6,72.3,6.1,12.7,0.642,15.4,26.2,0.068,0.612,8.2,78.4,0.236
5871,2019,12/17/19,NOP,Home,BRK,L,101,108,209,94.1,100.7,97.2,0.224,0.374,0.43,51.8,54.1,2.8,15.8,0.397,6.4,25,0.15,0.474,9.4,87.5,0.177
5872,2019,12/18/19,NOP,Away,MIN,W,107,99,206,106.9,98.9,100.1,0.244,0.384,0.562,56.1,60.5,6,7.1,0.523,15.1,26.2,0.198,0.432,8.6,78.6,0.179
5873,2019,12/20/19,NOP,Away,GSW,L,102,106,208,100.5,104.4,101.5,0.247,0.366,0.495,50.5,59,7.9,10,0.468,14.2,26,0.161,0.494,15.3,77.8,0.289
5874,2019,12/23/19,NOP,Away,POR,W,102,94,196,103.6,95.5,98.5,0.172,0.376,0.51,53.4,60.5,6.1,9.7,0.489,10.7,24.5,0.118,0.429,10,84,0.176
5875,2019,12/25/19,NOP,Away,DEN,W,112,100,212,117.2,104.7,95.5,0.133,0.478,0.588,56.5,56.1,9.4,9.1,0.556,15.9,34.1,0.133,0.467,10.7,74.5,0.152
5876,2019,12/28/19,NOP,Home,IND,W,120,98,218,119.3,97.4,100.6,0.215,0.452,0.589,51.6,58.1,8.9,3.5,0.559,10.5,24.4,0.172,0.424,15.5,76,0.306
5877,2019,12/29/19,NOP,Home,HOU,W,127,112,239,128.8,113.5,98.6,0.127,0.431,0.589,52.9,64,9.1,9.5,0.578,7.7,29.8,0.088,0.611,15.9,80,0.16
5878,2019,1/3/20,NOP,Away,LAL,L,113,123,236,110.4,120.2,102.4,0.069,0.363,0.538,46,50,3.9,17.5,0.525,9.5,18.8,0.059,0.581,10.9,79.5,0.267
5879,2019,1/4/20,NOP,Away,SAC,W,117,115,232,111.4,109.5,105,0.379,0.517,0.576,46.3,73.7,10.5,4.7,0.529,12.9,19.6,0.287,0.518,16.6,71.4,0.318
5880,2019,1/6/20,NOP,Home,UTA,L,126,128,254,127.4,129.4,98.9,0.319,0.33,0.588,52.7,51.1,4,8.8,0.543,5.3,26.5,0.255,0.6,7.4,83.3,0.222
5881,2019,1/8/20,NOP,Home,CHI,W,123,108,231,122.7,107.8,100.2,0.368,0.506,0.608,56.2,75.6,7,14,0.557,12.2,29.3,0.299,0.522,10.6,79.2,0.13
5882,2019,1/10/20,NOP,Away,NYK,W,123,111,234,116.9,105.5,105.3,0.198,0.442,0.658,48.3,72.9,7.6,8.2,0.663,16.9,15.8,0.105,0.485,10.7,72.5,0.14
5883,2019,1/11/20,NOP,Away,BOS,L,105,140,245,99.5,132.6,105.6,0.18,0.45,0.486,44.8,72.5,3.8,8.5,0.47,12.9,25.9,0.11,0.62,8.5,73.7,0.16
5884,2019,1/13/20,NOP,Away,DET,W,117,110,227,104.4,98.2,101.5,0.262,0.252,0.509,58.7,53.5,5.4,7.5,0.461,14.2,30.9,0.214,0.46,7.6,89.8,0.192
5885,2019,1/16/20,NOP,Home,UTA,W,138,132,270,124.1,118.7,100.7,0.376,0.28,0.637,51.1,56.9,7.2,14.8,0.608,10.7,22,0.269,0.535,10.2,76.6,0.25
5886,2019,1/18/20,NOP,Home,LAC,L,130,133,263,119.5,122.3,108.8,0.419,0.477,0.638,57.1,69.6,6.4,6.5,0.622,17.1,31.6,0.267,0.548,9.8,78.3,0.333
5887,2019,1/20/20,NOP,Away,MEM,W,126,116,242,116.8,107.5,107.9,0.273,0.545,0.639,45.7,57.1,6.5,10,0.597,14,12.2,0.239,0.49,11.1,71.7,0.146
5888,2019,1/22/20,NOP,Home,SAS,L,117,121,238,116,119.9,100.9,0.381,0.429,0.596,48.2,66.7,5.9,4.8,0.548,12.5,18.6,0.298,0.567,9.9,78.6,0.225
5889,2019,1/24/20,NOP,Home,DEN,L,106,113,219,109.6,116.8,96.7,0.366,0.329,0.557,44.6,63.2,8.3,10.8,0.537,15.2,27.3,0.22,0.439,8.7,57.9,0.189
5890,2019,1/26/20,NOP,Home,BOS,W,123,108,231,118.4,104,103.9,0.315,0.391,0.587,59.3,70.5,6.7,8.9,0.565,14.7,37.5,0.207,0.506,14,83.7,0.202
5891,2019,1/28/20,NOP,Away,CLE,W,125,111,236,122.7,109,101.9,0.273,0.386,0.634,47.1,61.7,8.8,17.5,0.608,14,17.9,0.205,0.49,9.5,70.8,0.165
5892,2019,1/31/20,NOP,Home,MEM,W,139,111,250,131.8,105.2,105.5,0.274,0.358,0.653,62.6,58.8,7.6,6.2,0.616,15.1,41,0.232,0.5,9.3,78.8,0.156
5893,2019,2/2/20,NOP,Away,HOU,L,109,117,226,102.7,110.2,106.1,0.213,0.351,0.53,59.4,50,5.7,11.1,0.5,17,33.3,0.16,0.467,5.8,81,0.181
5894,2019,2/4/20,NOP,Home,MIL,L,108,120,228,93.1,103.4,116.1,0.242,0.495,0.493,48,68.4,8.6,9.1,0.455,13.4,15.1,0.182,0.525,13.4,83.7,0.127
5895,2019,2/6/20,NOP,Away,CHI,W,125,119,244,118.3,112.6,105.7,0.218,0.437,0.655,52.9,77.6,11.4,10.9,0.655,18,23.7,0.126,0.565,12.7,76.6,0.151
